file,line,field,class,sub_issue,target_facade,snippet
zhtp/src/api/handlers/nft/mod.rs,70,nft_collections,Lookup,DEFER,no sled tree — separate epic,match bc.nft_collections.get(&arr) {
zhtp/src/api/handlers/nft/mod.rs,121,nft_collections,Lookup,DEFER,no sled tree — separate epic,match bc.nft_collections.get(&arr) {
zhtp/src/api/handlers/nft/mod.rs,161,nft_collections,Reference,DEFER,no sled tree — separate epic,for (col_id; collection) in &bc.nft_collections {
zhtp/src/api/handlers/dao/mod.rs,762,oracle_state,Lookup,DEFER,no sled durability — separate epic,blockchain.oracle_state.epoch_id(reference_timestamp)
zhtp/src/api/handlers/oracle/mod.rs,300,oracle_state,Lookup,DEFER,no sled durability — separate epic,let current_epoch = bc.oracle_state.epoch_id(block_timestamp);
zhtp/src/api/handlers/oracle/mod.rs,310,oracle_state,Lookup,DEFER,no sled durability — separate epic,let max_staleness = bc.oracle_state.config.max_price_staleness_epochs;
zhtp/src/api/handlers/oracle/mod.rs,497,oracle_state,Lookup,DEFER,no sled durability — separate epic,let current_epoch = bc.oracle_state.epoch_id(block_timestamp);
zhtp/src/api/handlers/oracle/mod.rs,501,oracle_state,Lookup,DEFER,no sled durability — separate epic,let epoch_duration = bc.oracle_state.config.epoch_duration_secs.max(1);
zhtp/src/api/handlers/oracle/mod.rs,691,oracle_state,Lookup,DEFER,no sled durability — separate epic,let current_epoch = bc.oracle_state.epoch_id(block_timestamp);
zhtp/src/api/handlers/oracle/mod.rs,692,oracle_state,Lookup,DEFER,no sled durability — separate epic,let committee = bc.oracle_state.committee.members();
zhtp/src/api/handlers/oracle/mod.rs,693,oracle_state,Lookup,DEFER,no sled durability — separate epic,let finalized_count = bc.oracle_state.finalized_prices_len();
zhtp/src/api/handlers/oracle/mod.rs,694,oracle_state,Lookup,DEFER,no sled durability — separate epic,let threshold = bc.oracle_state.committee.threshold();
zhtp/src/api/handlers/oracle/mod.rs,727,oracle_state,Lookup,DEFER,no sled durability — separate epic,let max_staleness = bc.oracle_state.config.max_price_staleness_epochs;
zhtp/src/api/handlers/oracle/mod.rs,741,oracle_state,Lookup,DEFER,no sled durability — separate epic,epoch_duration_secs: bc.oracle_state.config.epoch_duration_secs;
zhtp/src/api/handlers/oracle/mod.rs,748,oracle_state,Lookup,DEFER,no sled durability — separate epic,max_price_staleness_epochs: bc.oracle_state.config.max_price_staleness_epochs;
zhtp/src/api/handlers/oracle/mod.rs,793,oracle_state,Lookup,DEFER,no sled durability — separate epic,let cfg = &bc.oracle_state.config;
zhtp/src/api/handlers/oracle/mod.rs,794,oracle_state,Lookup,DEFER,no sled durability — separate epic,let committee = bc.oracle_state.committee.members();
zhtp/src/api/handlers/oracle/mod.rs,795,oracle_state,Lookup,DEFER,no sled durability — separate epic,let threshold = bc.oracle_state.committee.threshold();
zhtp/src/api/handlers/oracle/mod.rs,797,oracle_state,Lookup,DEFER,no sled durability — separate epic,let pending_committee = bc.oracle_state.committee.pending_update().map(|u| {
zhtp/src/api/handlers/oracle/mod.rs,808,oracle_state,Lookup,DEFER,no sled durability — separate epic,let pending_config = bc.oracle_state.pending_config_update.as_ref().map(|u| {
zhtp/src/api/handlers/oracle/mod.rs,866,oracle_state,Lookup,DEFER,no sled durability — separate epic,let protocol_config = &bc.oracle_state.protocol_config;
zhtp/src/api/handlers/oracle/mod.rs,869,oracle_state,Lookup,DEFER,no sled durability — separate epic,let feature_flags = bc.oracle_state.feature_flags();
zhtp/src/api/handlers/oracle/mod.rs,932,oracle_state,Lookup,DEFER,no sled durability — separate epic,let current_epoch = bc.oracle_state.epoch_id(block_timestamp);
zhtp/src/api/handlers/oracle/mod.rs,933,oracle_state,Lookup,DEFER,no sled durability — separate epic,let _config = &bc.oracle_state.config;
zhtp/src/api/handlers/oracle/mod.rs,936,oracle_state,Lookup,DEFER,no sled durability — separate epic,let pending_committee = bc.oracle_state.committee.pending_update().map(|u| {
zhtp/src/api/handlers/oracle/mod.rs,947,oracle_state,Lookup,DEFER,no sled durability — separate epic,let pending_config = bc.oracle_state.pending_config_update.as_ref().map(|u| {
zhtp/src/api/handlers/oracle/mod.rs,1122,oracle_state,Lookup,DEFER,no sled durability — separate epic,let committee_size = bc.oracle_state.committee.members().len();
zhtp/src/api/handlers/oracle/mod.rs,1123,oracle_state,Lookup,DEFER,no sled durability — separate epic,let threshold = bc.oracle_state.committee.threshold();
zhtp/src/api/handlers/oracle/mod.rs,1126,oracle_state,Lookup,DEFER,no sled durability — separate epic,let finalized = bc.oracle_state.finalized_price(epoch_id);
zhtp/src/api/handlers/oracle/mod.rs,1130,oracle_state,Lookup,DEFER,no sled durability — separate epic,let current_epoch = bc.oracle_state.epoch_id(block_timestamp);
zhtp/src/api/handlers/oracle/mod.rs,1247,oracle_state,Lookup,DEFER,no sled durability — separate epic,let threshold = bc.oracle_state.committee.threshold();
zhtp/src/api/handlers/oracle/mod.rs,1303,oracle_state,Lookup,DEFER,no sled durability — separate epic,let current_config = &bc.oracle_state.config;
zhtp/src/api/handlers/oracle/mod.rs,1401,oracle_state,Lookup,DEFER,no sled durability — separate epic,if bc.oracle_state.is_strict_spec_active() {
zhtp/src/runtime/components/oracle.rs,148,oracle_state,Lookup,DEFER,no sled durability — separate epic,if bc.oracle_state.is_strict_spec_active() {
zhtp/src/runtime/components/oracle.rs,164,oracle_state,Lookup,DEFER,no sled durability — separate epic,let current_epoch = bc.oracle_state.epoch_id(block_timestamp);
zhtp/src/runtime/components/oracle.rs,177,oracle_state,Lookup,DEFER,no sled durability — separate epic,let oracle_pubkeys = bc.oracle_state.oracle_signing_pubkeys.clone();
zhtp/src/runtime/components/oracle.rs,188,oracle_state,Mutate,DEFER,no sled durability — separate epic,let result = bc.oracle_state.process_attestation(
zhtp/src/runtime/components/oracle.rs,354,oracle_state,Lookup,DEFER,no sled durability — separate epic,let config = bc.oracle_state.config.clone();
zhtp/src/runtime/components/oracle.rs,356,oracle_state,Lookup,DEFER,no sled durability — separate epic,let members = bc.oracle_state.committee.members().to_vec();
zhtp/src/runtime/components/oracle.rs,358,oracle_state,Lookup,DEFER,no sled durability — separate epic,let epoch = bc.oracle_state.epoch_id(ts);
zhtp/src/runtime/components/oracle.rs,359,oracle_state,Lookup,DEFER,no sled durability — separate epic,let strict_spec = bc.oracle_state.is_strict_spec_active();
zhtp/src/runtime/components/oracle.rs,477,oracle_state,Lookup,DEFER,no sled durability — separate epic,bc.oracle_state.epoch_id(bc.last_committed_timestamp())
zhtp/src/runtime/components/oracle.rs,521,oracle_state,Lookup,DEFER,no sled durability — separate epic,let epoch2 = bc.oracle_state.epoch_id(bc.last_committed_timestamp());
zhtp/src/runtime/components/oracle.rs,522,oracle_state,Lookup,DEFER,no sled durability — separate epic,let oracle_pubkeys2 = bc.oracle_state.oracle_signing_pubkeys.clone();
zhtp/src/runtime/components/oracle.rs,533,oracle_state,Mutate,DEFER,no sled durability — separate epic,match bc.oracle_state.process_attestation(
zhtp/src/runtime/components/oracle.rs,793,oracle_state,Lookup,DEFER,no sled durability — separate epic,let epoch_duration = blockchain.oracle_state.config().epoch_duration_secs;
zhtp/src/runtime/components/oracle.rs,795,oracle_state,Lookup,DEFER,no sled durability — separate epic,let epoch_id = blockchain.oracle_state.epoch_id(timestamp);
zhtp/src/runtime/components/oracle.rs,841,oracle_state,Lookup,DEFER,no sled durability — separate epic,let epoch_duration = blockchain.oracle_state.config().epoch_duration_secs;
zhtp/src/runtime/components/oracle.rs,843,oracle_state,Lookup,DEFER,no sled durability — separate epic,let epoch_id = blockchain.oracle_state.epoch_id(timestamp);
zhtp/src/runtime/mod.rs,2178,oracle_state,Lookup,DEFER,no sled durability — separate epic,if bc.oracle_state.committee.members().is_empty() {
zhtp/src/runtime/mod.rs,3503,oracle_state,Lookup,DEFER,no sled durability — separate epic,if !blockchain.oracle_state.committee.members().is_empty() {
zhtp/src/runtime/mod.rs,3530,oracle_state,Lookup,DEFER,no sled durability — separate epic,blockchain.oracle_state.committee.members().len()
zhtp/src/runtime/mod.rs,5484,oracle_state,Mutate,DEFER,no sled durability — separate epic,bc.oracle_state = dat_bc.oracle_state;
zhtp/src/runtime/mod.rs,5490,oracle_state,Reference,DEFER,no sled durability — separate epic,if let Err(e) = store_ref.save_oracle_state(&bc.oracle_state) {
zhtp/src/runtime/mod.rs,6364,oracle_state,Lookup,DEFER,no sled durability — separate epic,assert!(bc.oracle_state.committee.members().is_empty());
zhtp/src/runtime/mod.rs,6408,oracle_state,Lookup,DEFER,no sled durability — separate epic,assert_eq!(bc.oracle_state.committee.members().len(); 1);
zhtp/src/runtime/mod.rs,6409,oracle_state,Lookup,DEFER,no sled durability — separate epic,assert!(bc.oracle_state.committee.members().contains(&key_id));
zhtp/src/runtime/mod.rs,6457,oracle_state,Lookup,DEFER,no sled durability — separate epic,assert!(bc.oracle_state.committee.members().is_empty());
zhtp-cli/src/commands/genesis.rs,76,web4_contracts,Aggregate,DEFER,no sled tree — separate epic,bc.web4_contracts.len();
zhtp/src/api/handlers/blockchain/mod.rs,2460,web4_contracts,Aggregate,DEFER,no sled tree — separate epic,contracts.extend(blockchain.web4_contracts.keys().map(|id| ContractListItem {
zhtp/src/api/handlers/blockchain/mod.rs,2533,web4_contracts,Lookup,DEFER,no sled tree — separate epic,} else if let Some(web4) = blockchain.web4_contracts.get(&contract_id) {
zhtp/src/api/handlers/blockchain/mod.rs,2597,web4_contracts,Lookup,DEFER,no sled tree — separate epic,} else if let Some(web4) = blockchain.web4_contracts.get(&contract_id) {
